runtime,write_alg,read_alg,count,batch,write_ops/s,read_ops/s
go,seq,rnd,1000000,100000,422654,615384
go,seq,rnd,1000000,100000,417885,608272
go,seq,rnd,1000000,100000,419287,596658
go,seq,rnd,1000000,100000,414250,610128
go,seq,rnd,1000000,100000,416493,626959
go,rnd,seq,100000,5000,60738,52631578
go,rnd,seq,100000,5000,61023,52631578
go,rnd,seq,100000,5000,57208,45454545
go,rnd,seq,100000,5000,61091,52631578
go,rnd,seq,100000,5000,60558,52631578
go,rnd,seq,100000,10000,101358,52631578
go,rnd,seq,100000,10000,101245,50000000
go,rnd,seq,100000,10000,99314,50000000
go,rnd,seq,100000,10000,104058,52631578
go,rnd,seq,100000,10000,105152,52631578
go,rnd,seq,100000,25000,95156,50000000
go,rnd,seq,100000,25000,91743,52631578
go,rnd,seq,100000,25000,94393,52631578
go,rnd,seq,100000,25000,96394,52631578
go,rnd,seq,100000,25000,92584,50000000
go,rnd,seq,100000,50000,24713,50000000
go,rnd,seq,100000,50000,24511,50000000
go,rnd,seq,100000,50000,24172,45454545
go,rnd,seq,100000,50000,20717,50000000
go,rnd,seq,100000,50000,25060,50000000
go,rnd,seq,100000,100000,5728,50000000
go,rnd,seq,100000,100000,5797,45454545
go,rnd,seq,100000,100000,5803,47619047
go,rnd,seq,100000,100000,5903,50000000
go,rnd,seq,100000,100000,5598,47619047
go,rnd,seq,1000000,5000,20476,50000000
go,rnd,seq,1000000,5000,20430,50000000
go,rnd,seq,1000000,5000,20599,50000000
go,rnd,seq,1000000,5000,20268,50000000
go,rnd,seq,1000000,5000,20111,50000000
go,rnd,seq,1000000,10000,30860,47619047
go,rnd,seq,1000000,10000,29562,47619047
go,rnd,seq,1000000,10000,30741,50000000
go,rnd,seq,1000000,10000,29423,50000000
go,rnd,seq,1000000,10000,30485,50000000
go,rnd,seq,1000000,25000,59737,50000000
go,rnd,seq,1000000,25000,59559,50000000
go,rnd,seq,1000000,25000,59998,50000000
go,rnd,seq,1000000,25000,60016,50000000
go,rnd,seq,1000000,25000,59336,50000000
go,rnd,seq,1000000,50000,87858,50000000
go,rnd,seq,1000000,50000,85682,50000000
go,rnd,seq,1000000,50000,85785,50000000
go,rnd,seq,1000000,50000,84033,50000000
go,rnd,seq,1000000,50000,83773,50000000
go,rnd,seq,1000000,100000,45175,47619047
go,rnd,seq,1000000,100000,44543,47619047
go,rnd,seq,1000000,100000,43278,47619047
go,rnd,seq,1000000,100000,46070,47619047
go,rnd,seq,1000000,100000,44140,47619047
go,rnd,rnd,100000,5000,60731,780031
go,rnd,rnd,100000,5000,60580,840336
go,rnd,rnd,100000,5000,60734,892060
go,rnd,rnd,100000,5000,56663,813669
go,rnd,rnd,100000,5000,60723,882612
go,rnd,rnd,100000,10000,105574,833333
go,rnd,rnd,100000,10000,106315,889679
go,rnd,rnd,100000,10000,104264,813669
go,rnd,rnd,100000,10000,98444,839630
go,rnd,rnd,100000,10000,104144,768639
go,rnd,rnd,100000,25000,95547,908265
go,rnd,rnd,100000,25000,97191,888888
go,rnd,rnd,100000,25000,96618,856898
go,rnd,rnd,100000,25000,92618,819000
go,rnd,rnd,100000,25000,97770,816993
go,rnd,rnd,100000,50000,22562,872600
go,rnd,rnd,100000,50000,24044,780640
go,rnd,rnd,100000,50000,24639,814995
go,rnd,rnd,100000,50000,24548,851063
go,rnd,rnd,100000,50000,23323,803212
go,rnd,rnd,100000,100000,5653,845308
go,rnd,rnd,100000,100000,5487,917431
go,rnd,rnd,100000,100000,5308,808407
go,rnd,rnd,100000,100000,5219,864304
go,rnd,rnd,100000,100000,5443,853970
go,rnd,rnd,1000000,5000,20007,646412
go,rnd,rnd,1000000,5000,20004,547045
go,rnd,rnd,1000000,5000,20307,635324
go,rnd,rnd,1000000,5000,20125,620732
go,rnd,rnd,1000000,5000,20541,618429
go,rnd,rnd,1000000,10000,29663,653594
go,rnd,rnd,1000000,10000,30963,646412
go,rnd,rnd,1000000,10000,31208,643500
go,rnd,rnd,1000000,10000,31159,651465
go,rnd,rnd,1000000,10000,31347,655307
go,rnd,rnd,1000000,25000,61057,682128
go,rnd,rnd,1000000,25000,58011,673400
go,rnd,rnd,1000000,25000,58764,669792
go,rnd,rnd,1000000,25000,61546,681663
go,rnd,rnd,1000000,25000,61421,684931
go,rnd,rnd,1000000,50000,89047,684462
go,rnd,rnd,1000000,50000,90041,670241
go,rnd,rnd,1000000,50000,89895,685400
go,rnd,rnd,1000000,50000,89469,679347
go,rnd,rnd,1000000,50000,89782,675675
go,rnd,rnd,1000000,100000,45913,672947
go,rnd,rnd,1000000,100000,47490,632511
go,rnd,rnd,1000000,100000,44650,663570
go,rnd,rnd,1000000,100000,44446,615384
go,rnd,rnd,1000000,100000,46965,645577
go,seq-nest,seq,100000,5000,87443,41666666
go,seq-nest,seq,100000,5000,88121,41666666
go,seq-nest,seq,100000,5000,89541,47619047
go,seq-nest,seq,100000,5000,84125,41666666
go,seq-nest,seq,100000,5000,89814,47619047
go,seq-nest,seq,100000,10000,155836,47619047
go,seq-nest,seq,100000,10000,133386,47619047
go,seq-nest,seq,100000,10000,153209,47619047
go,seq-nest,seq,100000,10000,157282,45454545
go,seq-nest,seq,100000,10000,156054,47619047
go,seq-nest,seq,100000,25000,245459,47619047
go,seq-nest,seq,100000,25000,253100,45454545
go,seq-nest,seq,100000,25000,243486,50000000
go,seq-nest,seq,100000,25000,248262,47619047
go,seq-nest,seq,100000,25000,256541,50000000
go,seq-nest,seq,100000,50000,298151,50000000
go,seq-nest,seq,100000,50000,304692,47619047
go,seq-nest,seq,100000,50000,303398,47619047
go,seq-nest,seq,100000,50000,302846,47619047
go,seq-nest,seq,100000,50000,298151,47619047
go,seq-nest,seq,100000,100000,292740,45454545
go,seq-nest,seq,100000,100000,273074,43478260
go,seq-nest,seq,100000,100000,267952,40000000
go,seq-nest,seq,100000,100000,270782,47619047
go,seq-nest,seq,100000,100000,283687,45454545
go,seq-nest,seq,1000000,5000,89766,43478260
go,seq-nest,seq,1000000,5000,91365,43478260
go,seq-nest,seq,1000000,5000,88786,43478260
go,seq-nest,seq,1000000,5000,90464,37037037
go,seq-nest,seq,1000000,5000,89678,43478260
go,seq-nest,seq,1000000,10000,163398,43478260
go,seq-nest,seq,1000000,10000,159948,43478260
go,seq-nest,seq,1000000,10000,165809,43478260
go,seq-nest,seq,1000000,10000,159795,43478260
go,seq-nest,seq,1000000,10000,161655,43478260
go,seq-nest,seq,1000000,25000,300661,45454545
go,seq-nest,seq,1000000,25000,306091,45454545
go,seq-nest,seq,1000000,25000,304971,45454545
go,seq-nest,seq,1000000,25000,303582,43478260
go,seq-nest,seq,1000000,25000,305250,45454545
go,seq-nest,seq,1000000,50000,437445,45454545
go,seq-nest,seq,1000000,50000,426621,43478260
go,seq-nest,seq,1000000,50000,430107,45454545
go,seq-nest,seq,1000000,50000,426439,45454545
go,seq-nest,seq,1000000,50000,429184,45454545
go,seq-nest,seq,1000000,100000,489236,43478260
go,seq-nest,seq,1000000,100000,484261,45454545
go,seq-nest,seq,1000000,100000,490677,45454545
go,seq-nest,seq,1000000,100000,484966,45454545
go,seq-nest,seq,1000000,100000,476871,43478260
go,seq-nest,rnd,100000,5000,92609,821692
go,seq-nest,rnd,100000,5000,92807,867302
go,seq-nest,rnd,100000,5000,91768,825763
go,seq-nest,rnd,100000,5000,86527,811030
go,seq-nest,rnd,100000,5000,86325,862812
go,seq-nest,rnd,100000,10000,158027,708717
go,seq-nest,rnd,100000,10000,156274,723589
go,seq-nest,rnd,100000,10000,156298,692041
go,seq-nest,rnd,100000,10000,152485,713775
go,seq-nest,rnd,100000,10000,155110,720980
go,seq-nest,rnd,100000,25000,252589,709219
go,seq-nest,rnd,100000,25000,258665,716845
go,seq-nest,rnd,100000,25000,252589,718390
go,seq-nest,rnd,100000,25000,253356,717875
go,seq-nest,rnd,100000,25000,253678,719424
go,seq-nest,rnd,100000,50000,294290,712250
go,seq-nest,rnd,100000,50000,308261,712758
go,seq-nest,rnd,100000,50000,301568,711743
go,seq-nest,rnd,100000,50000,300480,710732
go,seq-nest,rnd,100000,50000,305157,710227
go,seq-nest,rnd,100000,100000,294811,698324
go,seq-nest,rnd,100000,100000,272628,707213
go,seq-nest,rnd,100000,100000,279173,709723
go,seq-nest,rnd,100000,100000,290107,707213
go,seq-nest,rnd,100000,100000,285632,711237
go,seq-nest,rnd,1000000,5000,91374,542593
go,seq-nest,rnd,1000000,5000,91466,556792
go,seq-nest,rnd,1000000,5000,91257,543183
go,seq-nest,rnd,1000000,5000,89984,551876
go,seq-nest,rnd,1000000,5000,90579,558347
go,seq-nest,rnd,1000000,10000,162022,551876
go,seq-nest,rnd,1000000,10000,161238,549752
go,seq-nest,rnd,1000000,10000,159795,529100
go,seq-nest,rnd,1000000,10000,162760,549450
go,seq-nest,rnd,1000000,10000,162153,550055
go,seq-nest,rnd,1000000,25000,303766,555864
go,seq-nest,rnd,1000000,25000,305810,549752
go,seq-nest,rnd,1000000,25000,304414,555247
go,seq-nest,rnd,1000000,25000,301932,540248
go,seq-nest,rnd,1000000,25000,304506,552791
go,seq-nest,rnd,1000000,50000,431406,554938
go,seq-nest,rnd,1000000,50000,431034,556483
go,seq-nest,rnd,1000000,50000,433463,547345
go,seq-nest,rnd,1000000,50000,424808,555247
go,seq-nest,rnd,1000000,50000,430292,554631
go,seq-nest,rnd,1000000,100000,488758,561167
go,seq-nest,rnd,1000000,100000,493096,560538
go,seq-nest,rnd,1000000,100000,488042,554631
go,seq-nest,rnd,1000000,100000,488042,551876
go,seq-nest,rnd,1000000,100000,479846,557103
go,rnd-nest,seq,100000,5000,76470,50000000
go,rnd-nest,seq,100000,5000,75204,50000000
go,rnd-nest,seq,100000,5000,75895,50000000
go,rnd-nest,seq,100000,5000,76464,50000000
go,rnd-nest,seq,100000,5000,76231,47619047
go,rnd-nest,seq,100000,10000,87450,50000000
go,rnd-nest,seq,100000,10000,87842,50000000
go,rnd-nest,seq,100000,10000,87865,50000000
go,rnd-nest,seq,100000,10000,87481,50000000
go,rnd-nest,seq,100000,10000,86400,45454545
go,rnd-nest,seq,100000,25000,39180,50000000
go,rnd-nest,seq,100000,25000,39641,50000000
go,rnd-nest,seq,100000,25000,39640,50000000
go,rnd-nest,seq,100000,25000,39374,50000000
go,rnd-nest,seq,100000,25000,39799,47619047
go,rnd-nest,seq,100000,50000,13693,50000000
go,rnd-nest,seq,100000,50000,13667,47619047
go,rnd-nest,seq,100000,50000,12930,50000000
go,rnd-nest,seq,100000,50000,13719,50000000
go,rnd-nest,seq,100000,50000,13752,50000000
go,rnd-nest,seq,100000,100000,5991,50000000
go,rnd-nest,seq,100000,100000,5937,50000000
go,rnd-nest,seq,100000,100000,5581,47619047
go,rnd-nest,seq,100000,100000,6001,50000000
go,rnd-nest,seq,100000,100000,6009,47619047
go,rnd-nest,seq,1000000,5000,75483,43478260
go,rnd-nest,seq,1000000,5000,76628,43478260
go,rnd-nest,seq,1000000,5000,76010,43478260
go,rnd-nest,seq,1000000,5000,76840,43478260
go,rnd-nest,seq,1000000,5000,75815,43478260
go,rnd-nest,seq,1000000,10000,89094,43478260
go,rnd-nest,seq,1000000,10000,89078,43478260
go,rnd-nest,seq,1000000,10000,88261,43478260
go,rnd-nest,seq,1000000,10000,89565,43478260
go,rnd-nest,seq,1000000,10000,88683,43478260
go,rnd-nest,seq,1000000,25000,40642,45454545
go,rnd-nest,seq,1000000,25000,40466,45454545
go,rnd-nest,seq,1000000,25000,40498,45454545
go,rnd-nest,seq,1000000,25000,40430,43478260
go,rnd-nest,seq,1000000,25000,40653,45454545
go,rnd-nest,seq,1000000,50000,13670,45454545
go,rnd-nest,seq,1000000,50000,13814,45454545
go,rnd-nest,seq,1000000,50000,13715,45454545
go,rnd-nest,seq,1000000,50000,13832,43478260
go,rnd-nest,seq,1000000,50000,13756,45454545
go,rnd-nest,seq,1000000,100000,6040,45454545
go,rnd-nest,seq,1000000,100000,5950,43478260
go,rnd-nest,seq,1000000,100000,5899,43478260
go,rnd-nest,seq,1000000,100000,6068,45454545
go,rnd-nest,seq,1000000,100000,6080,45454545
go,rnd-nest,rnd,100000,5000,75431,884173
go,rnd-nest,rnd,100000,5000,75534,865051
go,rnd-nest,rnd,100000,5000,77059,879507
go,rnd-nest,rnd,100000,5000,75562,872600
go,rnd-nest,rnd,100000,5000,75448,872600
go,rnd-nest,rnd,100000,10000,87765,727802
go,rnd-nest,rnd,100000,10000,86595,729927
go,rnd-nest,rnd,100000,10000,87199,715819
go,rnd-nest,rnd,100000,10000,86692,705716
go,rnd-nest,rnd,100000,10000,84253,701754
go,rnd-nest,rnd,100000,25000,39621,723589
go,rnd-nest,rnd,100000,25000,39644,727272
go,rnd-nest,rnd,100000,25000,39596,710227
go,rnd-nest,rnd,100000,25000,39748,728332
go,rnd-nest,rnd,100000,25000,39767,725163
go,rnd-nest,rnd,100000,50000,13783,713266
go,rnd-nest,rnd,100000,50000,13748,710227
go,rnd-nest,rnd,100000,50000,13732,715307
go,rnd-nest,rnd,100000,50000,13774,715307
go,rnd-nest,rnd,100000,50000,13424,686813
go,rnd-nest,rnd,100000,100000,5966,722543
go,rnd-nest,rnd,100000,100000,6015,719424
go,rnd-nest,rnd,100000,100000,6056,706214
go,rnd-nest,rnd,100000,100000,6022,703234
go,rnd-nest,rnd,100000,100000,6032,699790
go,rnd-nest,rnd,1000000,5000,75843,549148
go,rnd-nest,rnd,1000000,5000,75999,545553
go,rnd-nest,rnd,1000000,5000,76062,549148
go,rnd-nest,rnd,1000000,5000,76196,547345
go,rnd-nest,rnd,1000000,5000,76330,538213
go,rnd-nest,rnd,1000000,10000,89221,547045
go,rnd-nest,rnd,1000000,10000,88849,538213
go,rnd-nest,rnd,1000000,10000,88707,536768
go,rnd-nest,rnd,1000000,10000,89198,554016
go,rnd-nest,rnd,1000000,10000,88833,552486
go,rnd-nest,rnd,1000000,25000,40721,555864
go,rnd-nest,rnd,1000000,25000,40507,553403
go,rnd-nest,rnd,1000000,25000,40680,561167
go,rnd-nest,rnd,1000000,25000,40471,550055
go,rnd-nest,rnd,1000000,25000,40576,554323
go,rnd-nest,rnd,1000000,50000,13915,553097
go,rnd-nest,rnd,1000000,50000,13929,545256
go,rnd-nest,rnd,1000000,50000,13939,551267
go,rnd-nest,rnd,1000000,50000,13939,560538
go,rnd-nest,rnd,1000000,50000,13947,548546
go,rnd-nest,rnd,1000000,100000,6074,559597
go,rnd-nest,rnd,1000000,100000,6094,562429
go,rnd-nest,rnd,1000000,100000,6081,554631
go,rnd-nest,rnd,1000000,100000,6039,547045
go,rnd-nest,rnd,1000000,100000,6081,558347
go,seq,seq,1000000,250000,430107,45454545
go,seq,seq,1000000,250000,432525,43478260
go,seq,seq,1000000,250000,405350,45454545
go,seq,seq,1000000,250000,433463,45454545
go,seq,seq,1000000,250000,428816,45454545
go,seq,rnd,1000000,250000,437828,634115
go,seq,rnd,1000000,250000,437062,628535
go,seq,rnd,1000000,250000,435729,636132
go,seq,rnd,1000000,250000,427715,639795
go,seq,rnd,1000000,250000,428265,630119
go,rnd,seq,1000000,250000,8844,47619047
go,rnd,seq,1000000,250000,8840,47619047
go,rnd,seq,1000000,250000,8823,47619047
go,rnd,seq,1000000,250000,8852,47619047
go,rnd,seq,1000000,250000,8857,47619047
go,rnd,rnd,1000000,250000,8845,642260
go,rnd,rnd,1000000,250000,8844,649772
go,rnd,rnd,1000000,250000,8826,655307
go,rnd,rnd,1000000,250000,8841,647668
go,rnd,rnd,1000000,250000,8834,674308
go,seq-nest,seq,1000000,250000,490196,45454545
go,seq-nest,seq,1000000,250000,520020,45454545
go,seq-nest,seq,1000000,250000,507872,45454545
go,seq-nest,seq,1000000,250000,515995,45454545
go,seq-nest,seq,1000000,250000,500250,45454545
go,seq-nest,rnd,1000000,250000,496031,554016
go,seq-nest,rnd,1000000,250000,497265,552181
go,seq-nest,rnd,1000000,250000,508646,556173
go,seq-nest,rnd,1000000,250000,497512,555555
go,seq-nest,rnd,1000000,250000,502512,567536
go,rnd-nest,seq,1000000,250000,2266,43478260
go,rnd-nest,seq,1000000,250000,2250,45454545
go,rnd-nest,seq,1000000,250000,2262,43478260
go,rnd-nest,seq,1000000,250000,2261,45454545
go,rnd-nest,seq,1000000,250000,2264,43478260
go,rnd-nest,rnd,1000000,250000,2266,535618
go,rnd-nest,rnd,1000000,250000,2266,565930
go,rnd-nest,rnd,1000000,250000,2265,565291
go,rnd-nest,rnd,1000000,250000,2266,564334
go,rnd-nest,rnd,1000000,250000,2010,535331
